person,personLabel,birthDate,birthPlaceLabel,deathDate,genderLabel,occupationLabel,educationLabel
http://www.wikidata.org/entity/Q72064,Данило Коцевски,1947-04-23T00:00:00Z,Куманово,2020-09-15T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72064,Данило Коцевски,1947-05-02T00:00:00Z,Куманово,2020-09-15T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72064,Данило Коцевски,1947-04-23T00:00:00Z,Куманово,2020-09-15T00:00:00Z,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72064,Данило Коцевски,1947-05-02T00:00:00Z,Куманово,2020-09-15T00:00:00Z,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11T00:00:00Z,Велес,,женски,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21T00:00:00Z,Велес,,женски,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11T00:00:00Z,Велес,,женски,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21T00:00:00Z,Велес,,женски,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11T00:00:00Z,Велес,,женски,преведувач,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21T00:00:00Z,Велес,,женски,преведувач,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11T00:00:00Z,Велес,,женски,универзитетски професор,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21T00:00:00Z,Велес,,женски,универзитетски професор,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11T00:00:00Z,Велес,,женски,книжевен критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21T00:00:00Z,Велес,,женски,книжевен критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11T00:00:00Z,Велес,,женски,книжевен историчар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21T00:00:00Z,Велес,,женски,книжевен историчар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72073,Ефтим Клетников,1946-11-06T00:00:00Z,Негрево,,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72073,Ефтим Клетников,1946-11-06T00:00:00Z,Негрево,,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72270,Мурат Исаку,1928-04-15T00:00:00Z,Гајре,2005-01-01T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72270,Мурат Исаку,1928-04-15T00:00:00Z,Гајре,2005-01-01T00:00:00Z,машки,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72270,Мурат Исаку,1928-04-15T00:00:00Z,Гајре,2005-01-01T00:00:00Z,машки,преведувач,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72270,Мурат Исаку,1928-04-15T00:00:00Z,Гајре,2005-01-01T00:00:00Z,машки,новинар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q72550,Мето Јовановски,1928-05-10T00:00:00Z,Брајчино,2016-12-23T00:00:00Z,машки,писател,Q6054382
http://www.wikidata.org/entity/Q72550,Мето Јовановски,1928-10-18T00:00:00Z,Брајчино,2016-12-23T00:00:00Z,машки,писател,Q6054382
http://www.wikidata.org/entity/Q72550,Мето Јовановски,1928-05-10T00:00:00Z,Брајчино,2016-12-23T00:00:00Z,машки,новинар,Q6054382
http://www.wikidata.org/entity/Q72550,Мето Јовановски,1928-10-18T00:00:00Z,Брајчино,2016-12-23T00:00:00Z,машки,новинар,Q6054382
http://www.wikidata.org/entity/Q76848,Радован Павловски,1937-11-23T00:00:00Z,Ниш,2022-02-23T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q76848,Радован Павловски,1937-11-23T00:00:00Z,Ниш,2022-02-23T00:00:00Z,машки,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80276,Ристо Лазаров,1949-10-03T00:00:00Z,Штип,,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80276,Ристо Лазаров,1949-10-03T00:00:00Z,Штип,,машки,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80276,Ристо Лазаров,1949-10-03T00:00:00Z,Штип,,машки,новинар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80276,Ристо Лазаров,1949-10-03T00:00:00Z,Штип,,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80279,Никола Алтиев,1942-01-01T00:00:00Z,Велес,,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80279,Никола Алтиев,1942-01-01T00:00:00Z,Велес,,машки,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13T00:00:00Z,Истанбул,2018-06-06T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13T00:00:00Z,Истанбул,2018-06-06T00:00:00Z,машки,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13T00:00:00Z,Истанбул,2018-06-06T00:00:00Z,машки,новинар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13T00:00:00Z,Истанбул,2018-06-06T00:00:00Z,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13T00:00:00Z,Истанбул,2018-06-06T00:00:00Z,машки,јазичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13T00:00:00Z,Истанбул,2018-06-06T00:00:00Z,машки,театарски критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q83644,Љубица Станковска,1943-02-10T00:00:00Z,Тетово,,женски,јазичар,
http://www.wikidata.org/entity/Q83645,Митко Маџунков,1943-03-19T00:00:00Z,Струмица,,машки,писател,
http://www.wikidata.org/entity/Q94685,Авни Абдулах,1948-05-03T00:00:00Z,Призрен,,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q94685,Авни Абдулах,1948-05-03T00:00:00Z,Призрен,,машки,новинар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q94693,Слободан Мицковиќ,1935-06-18T00:00:00Z,Битола,2002-05-21T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q94693,Слободан Мицковиќ,1935-06-18T00:00:00Z,Битола,2002-05-21T00:00:00Z,машки,политичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q94693,Слободан Мицковиќ,1935-06-18T00:00:00Z,Битола,2002-05-21T00:00:00Z,машки,новинар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q94693,Слободан Мицковиќ,1935-06-18T00:00:00Z,Битола,2002-05-21T00:00:00Z,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q94695,Драги Михајловски,1951-10-16T00:00:00Z,Битола,2022-02-21T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q94695,Драги Михајловски,1951-10-16T00:00:00Z,Битола,2022-02-21T00:00:00Z,машки,политичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q2696062,Q2696062,1982-11-17T00:00:00Z,Тетово,,машки,одбојкар,
http://www.wikidata.org/entity/Q2718250,Игор Ѓузелов,1976-04-02T00:00:00Z,Струмица,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q2718250,Игор Ѓузелов,1976-04-02T00:00:00Z,Струмица,,машки,фудбалер,
http://www.wikidata.org/entity/Q2735509,Рајан Стак,1975-07-24T00:00:00Z,Нешвил,,машки,кошаркар,Q1024426
http://www.wikidata.org/entity/Q2743251,Мухарем Бајрами,1985-11-29T00:00:00Z,Скопје,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q2743251,Мухарем Бајрами,1985-11-29T00:00:00Z,Скопје,,машки,фудбалер,
http://www.wikidata.org/entity/Q2756601,Агим Ибраими,1988-08-29T00:00:00Z,Тетово,,машки,фудбалер,
http://www.wikidata.org/entity/Q2779311,Q2779311,1905-05-12T00:00:00Z,Прилеп,1983-05-24T00:00:00Z,машки,сликар,
http://www.wikidata.org/entity/Q2786005,Благој Нацоски,1979-05-18T00:00:00Z,Скопје,,машки,музичар,
http://www.wikidata.org/entity/Q2786005,Благој Нацоски,1979-05-18T00:00:00Z,Скопје,,машки,оперски пејач,
http://www.wikidata.org/entity/Q2832497,Александар Костоски,1988-03-05T00:00:00Z,Скопје,,машки,кошаркар,
http://www.wikidata.org/entity/Q2832506,Александар Сариевски,1922-01-01T00:00:00Z,Галичник,2002-12-19T00:00:00Z,машки,композитор,
http://www.wikidata.org/entity/Q2832506,Александар Сариевски,1922-06-20T00:00:00Z,Галичник,2002-12-19T00:00:00Z,машки,композитор,
http://www.wikidata.org/entity/Q2832506,Александар Сариевски,1922-01-01T00:00:00Z,Галичник,2002-12-19T00:00:00Z,машки,пејач,
http://www.wikidata.org/entity/Q2832506,Александар Сариевски,1922-06-20T00:00:00Z,Галичник,2002-12-19T00:00:00Z,машки,пејач,
http://www.wikidata.org/entity/Q2919259,Ванчо Трајанов,1978-08-09T00:00:00Z,Делчево,,машки,фудбалер,
http://www.wikidata.org/entity/Q2976516,Мартин Богатинов,1986-04-26T00:00:00Z,Кратово,,машки,фудбалер,
http://www.wikidata.org/entity/Q2983235,Тони Савевски,1963-06-14T00:00:00Z,Битола,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q2983235,Тони Савевски,1963-06-14T00:00:00Z,Битола,,машки,фудбалер,
http://www.wikidata.org/entity/Q2986320,Крсте Црвенковски,1921-07-16T00:00:00Z,Прилеп,2001-07-21T00:00:00Z,машки,политичар,
http://www.wikidata.org/entity/Q2986320,Крсте Црвенковски,1921-07-16T00:00:00Z,Прилеп,2001-07-21T00:00:00Z,машки,Q2621182,
http://www.wikidata.org/entity/Q2986320,Крсте Црвенковски,1921-07-16T00:00:00Z,Прилеп,2001-07-21T00:00:00Z,машки,Q4018482,
http://www.wikidata.org/entity/Q2996551,Q2996551,1975-11-08T00:00:00Z,Врапчиште,,машки,фудбалер,
http://www.wikidata.org/entity/Q3012069,Петар Хаџи Бошков,1928-06-01T00:00:00Z,Скопје,2015-03-22T00:00:00Z,машки,уметник,Универзитет во Љубљана
http://www.wikidata.org/entity/Q3012069,Петар Хаџи Бошков,1928-06-01T00:00:00Z,Скопје,2015-03-22T00:00:00Z,машки,вајар,Универзитет во Љубљана
http://www.wikidata.org/entity/Q3014090,Даниел Ѓоргиевски,1988-02-17T00:00:00Z,Q30919,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3014090,Даниел Ѓоргиевски,1988-02-17T00:00:00Z,Q30919,,машки,фудбалер,
http://www.wikidata.org/entity/Q3014216,Q3014216,1983-06-27T00:00:00Z,Општина Кратово,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3014216,Q3014216,1983-06-27T00:00:00Z,Општина Кратово,,машки,фудбалер,
http://www.wikidata.org/entity/Q3016341,Дарко Димитров,1973-01-21T00:00:00Z,Скопје,,машки,музички продуцент,СУ „Јосип Броз Тито“ - Скопје
http://www.wikidata.org/entity/Q3016341,Дарко Димитров,1973-01-21T00:00:00Z,Скопје,,машки,текстописец,СУ „Јосип Броз Тито“ - Скопје
http://www.wikidata.org/entity/Q3021353,Дејан Јовановски,1973-03-26T00:00:00Z,Скопје,,машки,кошаркар,
http://www.wikidata.org/entity/Q3021369,Q3021369,1982-12-27T00:00:00Z,Скопје,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3021369,Q3021369,1982-12-27T00:00:00Z,Скопје,,машки,фудбалер,
http://www.wikidata.org/entity/Q3028100,Димитар Кондовски,1923-09-30T00:00:00Z,Прилеп,1993-08-08T00:00:00Z,машки,илустратор,
http://www.wikidata.org/entity/Q3028100,Димитар Кондовски,1923-09-30T00:00:00Z,Прилеп,1993-08-08T00:00:00Z,машки,сликар,
http://www.wikidata.org/entity/Q3028100,Димитар Кондовски,1923-09-30T00:00:00Z,Прилеп,1993-08-08T00:00:00Z,машки,ликовен критичар,
http://www.wikidata.org/entity/Q3050453,Џемаил Хасани,1908-03-01T00:00:00Z,Гостивар,1945-05-06T00:00:00Z,машки,воено лице,
http://www.wikidata.org/entity/Q3070876,Столе Попов,1950-08-20T00:00:00Z,Скопје,,машки,кинорежисер,Универзитет за уметности
http://www.wikidata.org/entity/Q3083426,Јанко Константинов,1926-01-18T00:00:00Z,Битола,2010-01-01T00:00:00Z,машки,архитект,Белградски универзитет
http://www.wikidata.org/entity/Q3083426,Јанко Константинов,1926-01-18T00:00:00Z,Битола,2010-01-01T00:00:00Z,машки,сликар,Белградски универзитет
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29T00:00:00Z,Крагуевац,2020-12-12T00:00:00Z,машки,писател,Јејл
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29T00:00:00Z,Крагуевац,2020-12-12T00:00:00Z,машки,архитект,Јејл
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29T00:00:00Z,Крагуевац,2020-12-12T00:00:00Z,машки,универзитетски професор,Јејл
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29T00:00:00Z,Крагуевац,2020-12-12T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29T00:00:00Z,Крагуевац,2020-12-12T00:00:00Z,машки,архитект,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29T00:00:00Z,Крагуевац,2020-12-12T00:00:00Z,машки,универзитетски професор,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3108235,Ѓорѓи Марковски,1986-08-01T00:00:00Z,Битола,,машки,Q4144610,
http://www.wikidata.org/entity/Q3110805,Q3110805,1974-12-17T00:00:00Z,Прилеп,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3110805,Q3110805,1974-12-17T00:00:00Z,Прилеп,,машки,фудбалер,
http://www.wikidata.org/entity/Q3110812,Q3110812,1974-01-02T00:00:00Z,Струмица,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3110812,Q3110812,1974-01-02T00:00:00Z,Струмица,,машки,фудбалер,
http://www.wikidata.org/entity/Q3131452,Влатко Стефановски,1957-01-24T00:00:00Z,Прилеп,,машки,гитарист,
http://www.wikidata.org/entity/Q3131452,Влатко Стефановски,1957-01-24T00:00:00Z,Прилеп,,машки,филмски композитор,
http://www.wikidata.org/entity/Q3131452,Влатко Стефановски,1957-01-24T00:00:00Z,Прилеп,,машки,Q6168364,
http://www.wikidata.org/entity/Q3131452,Влатко Стефановски,1957-01-24T00:00:00Z,Прилеп,,машки,џез-музичар,
http://www.wikidata.org/entity/Q3133559,Петар Мазев,1927-02-10T00:00:00Z,Кавадарци,1993-03-13T00:00:00Z,машки,сликар,
http://www.wikidata.org/entity/Q3133559,Петар Мазев,1927-02-10T00:00:00Z,Кавадарци,1993-03-13T00:00:00Z,машки,вајар,
http://www.wikidata.org/entity/Q3275978,Ѓоко Хаџиевски,1955-03-31T00:00:00Z,Социјалистичка Федеративна Република Југославија,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3275978,Ѓоко Хаџиевски,1955-03-31T00:00:00Z,Социјалистичка Федеративна Република Југославија,,машки,фудбалер,
http://www.wikidata.org/entity/Q3293915,Q3293915,1974-03-12T00:00:00Z,Тетово,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3293915,Q3293915,1974-03-12T00:00:00Z,Тетово,,машки,фудбалер,
http://www.wikidata.org/entity/Q3297892,Артим Шаќири,1973-09-23T00:00:00Z,Струга,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3297892,Артим Шаќири,1973-09-23T00:00:00Z,Струга,,машки,фудбалер,
http://www.wikidata.org/entity/Q3299570,Алтуна Сејдиу,1985-07-14T00:00:00Z,Скопје,,женски,пејач,
http://www.wikidata.org/entity/Q3299570,Алтуна Сејдиу,1985-07-14T00:00:00Z,Скопје,,женски,кантавтор,
http://www.wikidata.org/entity/Q3303091,Ваит Насуфи,1945-08-09T00:00:00Z,Велешта,,машки,писател,
http://www.wikidata.org/entity/Q3304251,Q3304251,1947-01-01T00:00:00Z,Велешта,,машки,писател,Приштински универзитет
http://www.wikidata.org/entity/Q3304251,Q3304251,1947-01-01T00:00:00Z,Велешта,,машки,писател,Q1630703
http://www.wikidata.org/entity/Q3304514,Ресул Шабани,1944-10-14T00:00:00Z,Калишта,,машки,писател,
http://www.wikidata.org/entity/Q3304514,Ресул Шабани,1944-10-14T00:00:00Z,Калишта,,машки,поет,
http://www.wikidata.org/entity/Q3304514,Ресул Шабани,1944-10-14T00:00:00Z,Калишта,,машки,преведувач,
http://www.wikidata.org/entity/Q3317147,Ацо Јоновски,1980-12-29T00:00:00Z,Битола,,машки,ракометар,
http://www.wikidata.org/entity/Q3341710,Q3341710,1983-05-17T00:00:00Z,Македонија,,машки,фудбалски тренер,
http://www.wikidata.org/entity/Q3341710,Q3341710,1983-05-17T00:00:00Z,Македонија,,машки,фудбалер,
http://www.wikidata.org/entity/Q3355314,Зоран Јолевски,1959-07-16T00:00:00Z,Скопје,,машки,политичар,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3355314,Зоран Јолевски,1959-07-16T00:00:00Z,Скопје,,машки,економист,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3355314,Зоран Јолевски,1959-07-16T00:00:00Z,Скопје,,машки,дипломат,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3359911,Анте Поповски,1931-06-03T00:00:00Z,Лазарополе,2003-10-01T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3359911,Анте Поповски,1931-06-03T00:00:00Z,Лазарополе,2003-10-01T00:00:00Z,машки,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3359911,Анте Поповски,1931-06-03T00:00:00Z,Лазарополе,2003-10-01T00:00:00Z,машки,преведувач,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3359911,Анте Поповски,1931-06-03T00:00:00Z,Лазарополе,2003-10-01T00:00:00Z,машки,публицист,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3359911,Анте Поповски,1931-06-03T00:00:00Z,Лазарополе,2003-10-01T00:00:00Z,машки,есеист,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3359917,Петре М. Андреевски,1934-06-25T00:00:00Z,Демир Хисар,2006-09-25T00:00:00Z,машки,писател,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3359917,Петре М. Андреевски,1934-06-25T00:00:00Z,Демир Хисар,2006-09-25T00:00:00Z,машки,поет,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3359917,Петре М. Андреевски,1934-06-25T00:00:00Z,Демир Хисар,2006-09-25T00:00:00Z,машки,драматург,Универзитет „Св. Кирил и Методиј“
http://www.wikidata.org/entity/Q3361602,Атанас Николовски,1980-06-22T00:00:00Z,Скопје,,машки,Q13382566,
